pit_duration,lap_number,driver_number,date,session_key,meeting_key
310.7,12.0,44,2023-09-22T06:35:57.221000+00:00,9167,1220
434.3,12.0,27,2023-09-22T06:36:46.486000+00:00,9167,1220
402.2,12.0,11,2023-09-22T06:37:09.142000+00:00,9167,1220
366.2,12.0,20,2023-09-22T06:37:34.923000+00:00,9167,1220
347.4,12.0,14,2023-09-22T06:39:55.545000+00:00,9167,1220
478.3,12.0,55,2023-09-22T06:40:01.701000+00:00,9167,1220
467.6,13.0,24,2023-09-22T06:40:06.623000+00:00,9167,1220
522.0,13.0,77,2023-09-22T06:40:26.888000+00:00,9167,1220
327.7,14.0,40,2023-09-22T06:40:39.888000+00:00,9167,1220
322.5,16.0,22,2023-09-22T06:40:55.294000+00:00,9167,1220
403.1,13.0,10,2023-09-22T06:41:03.716000+00:00,9167,1220
358.5,14.0,16,2023-09-22T06:41:07.169000+00:00,9167,1220
29.7,14.0,23,2023-09-22T06:41:18.809000+00:00,9167,1220
417.8,13.0,31,2023-09-22T06:41:27.059000+00:00,9167,1220
407.6,10.0,1,2023-09-22T06:41:47.559000+00:00,9167,1220
346.9,13.0,18,2023-09-22T06:42:05.480000+00:00,9167,1220
25.0,14.0,24,2023-09-22T06:42:24.871000+00:00,9167,1220
359.4,14.0,63,2023-09-22T06:42:46.089000+00:00,9167,1220
24.1,17.0,2,2023-09-22T06:43:08.167000+00:00,9167,1220
26.9,14.0,10,2023-09-22T06:43:15.635000+00:00,9167,1220
355.2,15.0,44,2023-09-22T06:47:19.272000+00:00,9167,1220
25.8,17.0,81,2023-09-22T06:49:01.114000+00:00,9167,1220
24.4,19.0,18,2023-09-22T06:52:27.313000+00:00,9167,1220
23.1,20.0,4,2023-09-22T06:52:54.735000+00:00,9167,1220
440.0,16.0,24,2023-09-22T06:53:14.859000+00:00,9167,1220
25.3,21.0,20,2023-09-22T06:53:16.484000+00:00,9167,1220
24.9,22.0,40,2023-09-22T06:54:27.639000+00:00,9167,1220
27.3,23.0,27,2023-09-22T06:55:36.904000+00:00,9167,1220
397.5,4.0,16,2023-09-23T02:48:05.592000+00:00,9168,1220
459.5,4.0,55,2023-09-23T02:48:23.889000+00:00,9168,1220
19.4,4.0,24,2023-09-23T02:49:30.107000+00:00,9168,1220
22.3,4.0,77,2023-09-23T02:49:36.904000+00:00,9168,1220
406.6,4.0,81,2023-09-23T02:51:10.309000+00:00,9168,1220
20.4,6.0,27,2023-09-23T02:53:18.042000+00:00,9168,1220
355.7,4.0,10,2023-09-23T02:53:58.104000+00:00,9168,1220
416.8,4.0,31,2023-09-23T02:54:28.979000+00:00,9168,1220
19.4,7.0,20,2023-09-23T02:54:52.072000+00:00,9168,1220
362.7,4.0,63,2023-09-23T02:55:36.462000+00:00,9168,1220
362.3,4.0,44,2023-09-23T02:55:43.744000+00:00,9168,1220
550.0,5.0,4,2023-09-23T02:55:48.525000+00:00,9168,1220
372.1,7.0,18,2023-09-23T02:56:40.337000+00:00,9168,1220
356.1,7.0,55,2023-09-23T03:00:14.412000+00:00,9168,1220
654.5,4.0,11,2023-09-23T03:00:24.037000+00:00,9168,1220
404.1,7.0,16,2023-09-23T03:00:39.225000+00:00,9168,1220
496.9,4.0,1,2023-09-23T03:00:42.928000+00:00,9168,1220
24.3,7.0,14,2023-09-23T03:01:43.771000+00:00,9168,1220
22.1,10.0,18,2023-09-23T03:02:20.489000+00:00,9168,1220
21.5,10.0,40,2023-09-23T03:02:30.286000+00:00,9168,1220
23.1,10.0,22,2023-09-23T03:03:49.879000+00:00,9168,1220
571.5,4.0,23,2023-09-23T03:07:58.501000+00:00,9168,1220
536.2,9.0,81,2023-09-23T03:08:45.829000+00:00,9168,1220
744.8,8.0,20,2023-09-23T03:09:15.360000+00:00,9168,1220
288.5,7.0,2,2023-09-23T03:09:23.328000+00:00,9168,1220
867.3,7.0,24,2023-09-23T03:09:47.812000+00:00,9168,1220
858.4,7.0,77,2023-09-23T03:09:54.984000+00:00,9168,1220
535.9,8.0,4,2023-09-23T03:10:08.750000+00:00,9168,1220
375.6,11.0,18,2023-09-23T03:10:22.296000+00:00,9168,1220
669.2,7.0,10,2023-09-23T03:10:29.827000+00:00,9168,1220
908.8,7.0,27,2023-09-23T03:10:31.359000+00:00,9168,1220
471.5,8.0,14,2023-09-23T03:11:16.218000+00:00,9168,1220
24.4,7.0,23,2023-09-23T03:13:58.622000+00:00,9168,1220
870.4,7.0,31,2023-09-23T03:14:38.481000+00:00,9168,1220
25.5,10.0,2,2023-09-23T03:15:12.012000+00:00,9168,1220
19.9,10.0,24,2023-09-23T03:16:08.792000+00:00,9168,1220
910.2,7.0,63,2023-09-23T03:16:33.011000+00:00,9168,1220
908.6,7.0,44,2023-09-23T03:16:41.417000+00:00,9168,1220
34.2,10.0,10,2023-09-23T03:17:16.495000+00:00,9168,1220
763.6,11.0,40,2023-09-23T03:17:21.057000+00:00,9168,1220
672.6,7.0,1,2023-09-23T03:17:24.901000+00:00,9168,1220
725.9,11.0,22,2023-09-23T03:18:02.572000+00:00,9168,1220
524.4,14.0,55,2023-09-23T03:20:50.524000+00:00,9168,1220
510.3,14.0,16,2023-09-23T03:21:03.680000+00:00,9168,1220
954.6,7.0,11,2023-09-23T03:21:55.132000+00:00,9168,1220
329.7,10.0,31,2023-09-23T03:25:50.692000+00:00,9168,1220
22.7,17.0,55,2023-09-23T03:27:12.129000+00:00,9168,1220
783.3,12.0,81,2023-09-23T03:27:32.535000+00:00,9168,1220
505.5,13.0,4,2023-09-23T03:27:50.503000+00:00,9168,1220
297.5,10.0,1,2023-09-23T03:28:13.831000+00:00,9168,1220
324.6,10.0,44,2023-09-23T03:28:20.159000+00:00,9168,1220
46.2,10.0,11,2023-09-23T03:28:33.831000+00:00,9168,1220
537.5,10.0,23,2023-09-23T03:28:42.706000+00:00,9168,1220
387.9,13.0,77,2023-09-23T03:28:46.143000+00:00,9168,1220
713.2,11.0,2,2023-09-23T03:28:51.909000+00:00,9168,1220
386.9,13.0,24,2023-09-23T03:29:02.909000+00:00,9168,1220
372.0,17.0,18,2023-09-23T03:29:09.502000+00:00,9168,1220
637.2,11.0,27,2023-09-23T03:29:13.534000+00:00,9168,1220
341.9,14.0,14,2023-09-23T03:29:15.893000+00:00,9168,1220
377.2,13.0,10,2023-09-23T03:29:27.783000+00:00,9168,1220
448.8,14.0,20,2023-09-23T03:29:33.205000+00:00,9168,1220
111.3,4.0,40,2023-09-23T06:07:24.522000+00:00,9169,1220
137.4,4.0,18,2023-09-23T06:07:43.068000+00:00,9169,1220
1003.7,5.0,40,2023-09-23T06:22:16.902000+00:00,9169,1220
1355.7,5.0,18,2023-09-23T06:28:01.492000+00:00,9169,1220
38.5,8.0,40,2023-09-23T06:28:19.445000+00:00,9169,1220
287.9,7.0,23,2023-09-23T06:39:11.985000+00:00,9169,1220
747.9,6.0,16,2023-09-23T06:40:07.843000+00:00,9169,1220
741.9,6.0,55,2023-09-23T06:40:10.468000+00:00,9169,1220
427.4,7.0,44,2023-09-23T06:41:19.952000+00:00,9169,1220
476.5,7.0,63,2023-09-23T06:41:26.921000+00:00,9169,1220
542.3,7.0,11,2023-09-23T06:41:30.952000+00:00,9169,1220
516.4,7.0,10,2023-09-23T06:41:36.967000+00:00,9169,1220
512.3,7.0,31,2023-09-23T06:41:47.030000+00:00,9169,1220
461.7,11.0,40,2023-09-23T06:41:53.952000+00:00,9169,1220
499.2,7.0,22,2023-09-23T06:42:06.655000+00:00,9169,1220
486.1,7.0,14,2023-09-23T06:42:15.186000+00:00,9169,1220
592.0,6.0,81,2023-09-23T06:42:41.107000+00:00,9169,1220
128.7,10.0,23,2023-09-23T06:46:47.198000+00:00,9169,1220
270.2,9.0,16,2023-09-23T06:49:54.337000+00:00,9169,1220
249.1,9.0,55,2023-09-23T06:49:57.696000+00:00,9169,1220
1026.1,7.0,20,2023-09-23T06:50:00.962000+00:00,9169,1220
138.1,10.0,14,2023-09-23T06:50:11.196000+00:00,9169,1220
223.2,10.0,44,2023-09-23T06:50:18.321000+00:00,9169,1220
178.4,14.0,40,2023-09-23T06:50:27.540000+00:00,9169,1220
197.5,10.0,31,2023-09-23T06:50:42.993000+00:00,9169,1220
229.0,10.0,11,2023-09-23T06:50:53.055000+00:00,9169,1220
250.7,10.0,63,2023-09-23T06:51:03.914000+00:00,9169,1220
218.4,10.0,22,2023-09-23T06:51:12.695000+00:00,9169,1220
253.7,10.0,10,2023-09-23T06:51:25.976000+00:00,9169,1220
1062.1,7.0,1,2023-09-23T07:02:02.813000+00:00,9169,1220
344.8,13.0,11,2023-09-23T07:02:10.079000+00:00,9169,1220
390.6,13.0,44,2023-09-23T07:02:18.016000+00:00,9169,1220
839.6,9.0,81,2023-09-23T07:02:24.485000+00:00,9169,1220
347.0,13.0,22,2023-09-23T07:02:38.438000+00:00,9169,1220
883.1,7.0,4,2023-09-23T07:02:51.047000+00:00,9169,1220
594.5,13.0,63,2023-09-23T07:06:34.341000+00:00,9169,1220
652.4,13.0,14,2023-09-23T07:06:44.701000+00:00,9169,1220
149.8,10.0,1,2023-09-23T07:09:53.870000+00:00,9169,1220
869.8,12.0,16,2023-09-23T07:09:59.105000+00:00,9169,1220
871.2,12.0,55,2023-09-23T07:10:05.198000+00:00,9169,1220
133.5,12.0,81,2023-09-23T07:10:08.011000+00:00,9169,1220
136.5,10.0,4,2023-09-23T07:10:25.917000+00:00,9169,1220
152.3,16.0,22,2023-09-23T07:10:35.807000+00:00,9169,1220
189.5,16.0,11,2023-09-23T07:10:47.463000+00:00,9169,1220
196.0,16.0,44,2023-09-23T07:11:01.151000+00:00,9169,1220
27.0,1.0,31,2023-09-24T05:07:12.968000+00:00,9173,1220
41.0,1.0,24,2023-09-24T05:07:15.655000+00:00,9173,1220
50.1,1.0,23,2023-09-24T05:07:19.952000+00:00,9173,1220
55.8,1.0,77,2023-09-24T05:07:54.608000+00:00,9173,1220
32.4,2.0,11,2023-09-24T05:09:29.028000+00:00,9173,1220
32.7,2.0,2,2023-09-24T05:09:44.387000+00:00,9173,1220
43.8,5.0,2,2023-09-24T05:17:08.457000+00:00,9173,1220
53.5,6.0,77,2023-09-24T05:19:22.908000+00:00,9173,1220
23.5,8.0,27,2023-09-24T05:21:42.405000+00:00,9173,1220
22.9,9.0,22,2023-09-24T05:23:20.388000+00:00,9173,1220
23.1,10.0,40,2023-09-24T05:24:59.089000+00:00,9173,1220
24.0,10.0,24,2023-09-24T05:25:09.105000+00:00,9173,1220
24.0,11.0,14,2023-09-24T05:26:35.525000+00:00,9173,1220
23.8,12.0,20,2023-09-24T05:28:47.742000+00:00,9173,1220
41.4,12.0,11,2023-09-24T05:29:04.194000+00:00,9173,1220
24.4,13.0,81,2023-09-24T05:29:49.553000+00:00,9173,1220
52.1,13.0,23,2023-09-24T05:30:50.864000+00:00,9173,1220
23.4,14.0,18,2023-09-24T05:32:01.707000+00:00,9173,1220
24.3,16.0,1,2023-09-24T05:34:56.563000+00:00,9173,1220
24.8,16.0,44,2023-09-24T05:35:14.813000+00:00,9173,1220
23.5,17.0,4,2023-09-24T05:36:44.936000+00:00,9173,1220
23.1,17.0,16,2023-09-24T05:36:47.342000+00:00,9173,1220
23.0,18.0,55,2023-09-24T05:38:27.966000+00:00,9173,1220
24.4,18.0,10,2023-09-24T05:38:45.809000+00:00,9173,1220
23.6,21.0,27,2023-09-24T05:44:03.803000+00:00,9173,1220
35.1,21.0,2,2023-09-24T05:44:51.896000+00:00,9173,1220
24.0,24.0,63,2023-09-24T05:48:30.017000+00:00,9173,1220
24.2,25.0,14,2023-09-24T05:50:32.297000+00:00,9173,1220
23.6,25.0,40,2023-09-24T05:50:44.796000+00:00,9173,1220
23.7,28.0,31,2023-09-24T05:55:32.932000+00:00,9173,1220
24.1,29.0,24,2023-09-24T05:57:30.867000+00:00,9173,1220
23.3,30.0,22,2023-09-24T05:59:05.413000+00:00,9173,1220
23.8,31.0,20,2023-09-24T06:01:03.864000+00:00,9173,1220
22.9,34.0,16,2023-09-24T06:05:01.859000+00:00,9173,1220
23.6,34.0,44,2023-09-24T06:05:07.953000+00:00,9173,1220
24.6,34.0,10,2023-09-24T06:05:29.046000+00:00,9173,1220
23.1,35.0,81,2023-09-24T06:06:35.420000+00:00,9173,1220
23.1,36.0,4,2023-09-24T06:08:07.059000+00:00,9173,1220
23.6,37.0,1,2023-09-24T06:09:30.183000+00:00,9173,1220
23.3,37.0,27,2023-09-24T06:10:47.666000+00:00,9173,1220
23.3,38.0,55,2023-09-24T06:11:39.493000+00:00,9173,1220
2485.9,13.0,11,2023-09-24T06:13:16.726000+00:00,9173,1220
30.6,14.0,11,2023-09-24T06:15:30.208000+00:00,9173,1220
55.5,4.0,23,2023-10-21T17:38:37.369000+00:00,9294,1222
114.4,4.0,27,2023-10-21T17:38:45.634000+00:00,9294,1222
112.0,4.0,20,2023-10-21T17:38:50.259000+00:00,9294,1222
110.0,4.0,77,2023-10-21T17:38:54.572000+00:00,9294,1222
79.5,4.0,2,2023-10-21T17:39:15.556000+00:00,9294,1222
55.6,4.0,3,2023-10-21T17:39:33.493000+00:00,9294,1222
39.5,4.0,22,2023-10-21T17:39:39.618000+00:00,9294,1222
183.7,4.0,44,2023-10-21T17:39:44.696000+00:00,9294,1222
571.9,4.0,1,2023-10-21T17:49:04.733000+00:00,9294,1222
328.3,6.0,11,2023-10-21T17:49:12.311000+00:00,9294,1222
323.4,7.0,16,2023-10-21T17:49:17.920000+00:00,9294,1222
307.0,7.0,55,2023-10-21T17:49:21.310000+00:00,9294,1222
307.8,7.0,18,2023-10-21T17:49:26.295000+00:00,9294,1222
378.8,6.0,24,2023-10-21T17:49:43.904000+00:00,9294,1222
306.8,8.0,81,2023-10-21T17:50:03.216000+00:00,9294,1222
317.4,8.0,4,2023-10-21T17:50:17.653000+00:00,9294,1222
516.6,7.0,63,2023-10-21T17:54:09.868000+00:00,9294,1222
622.2,7.0,14,2023-10-21T17:54:53.836000+00:00,9294,1222
594.8,7.0,31,2023-10-21T17:54:56.804000+00:00,9294,1222
577.5,7.0,44,2023-10-21T17:55:12.460000+00:00,9294,1222
645.1,7.0,10,2023-10-21T17:55:32.679000+00:00,9294,1222
669.6,7.0,23,2023-10-21T17:55:44.835000+00:00,9294,1222
39.2,10.0,16,2023-10-21T17:55:52.382000+00:00,9294,1222
639.6,7.0,3,2023-10-21T17:56:06.335000+00:00,9294,1222
43.4,10.0,55,2023-10-21T17:56:08.444000+00:00,9294,1222
641.7,9.0,1,2023-10-21T18:09:25.148000+00:00,9294,1222
550.8,13.0,4,2023-10-21T18:09:32.242000+00:00,9294,1222
580.7,13.0,81,2023-10-21T18:09:38.539000+00:00,9294,1222
502.6,10.0,10,2023-10-21T18:09:49.445000+00:00,9294,1222
593.7,12.0,16,2023-10-21T18:09:58.320000+00:00,9294,1222
513.7,10.0,23,2023-10-21T18:10:08.960000+00:00,9294,1222
579.6,12.0,55,2023-10-21T18:10:15.210000+00:00,9294,1222
560.4,12.0,11,2023-10-21T18:10:22.741000+00:00,9294,1222
583.5,10.0,44,2023-10-21T18:10:52.241000+00:00,9294,1222
654.8,10.0,63,2023-10-21T18:11:05.209000+00:00,9294,1222
25.6,9.0,24,2023-10-22T19:19:48.306000+00:00,9213,1222
24.5,10.0,23,2023-10-22T19:21:32.851000+00:00,9213,1222
24.7,10.0,77,2023-10-22T19:21:34.633000+00:00,9213,1222
25.0,10.0,20,2023-10-22T19:21:36.539000+00:00,9213,1222
24.9,11.0,2,2023-10-22T19:23:21.350000+00:00,9213,1222
23.7,16.0,1,2023-10-22T19:31:30.278000+00:00,9213,1222
24.1,17.0,4,2023-10-22T19:33:06.808000+00:00,9213,1222
23.6,17.0,55,2023-10-22T19:33:18.589000+00:00,9213,1222
24.2,17.0,11,2023-10-22T19:33:22.870000+00:00,9213,1222
24.3,17.0,22,2023-10-22T19:33:31.073000+00:00,9213,1222
23.9,18.0,10,2023-10-22T19:35:10.384000+00:00,9213,1222
25.0,19.0,14,2023-10-22T19:37:06.772000+00:00,9213,1222
26.5,19.0,27,2023-10-22T19:37:15.772000+00:00,9213,1222
24.9,20.0,44,2023-10-22T19:38:19.318000+00:00,9213,1222
24.4,20.0,18,2023-10-22T19:38:53.458000+00:00,9213,1222
24.3,21.0,63,2023-10-22T19:40:14.316000+00:00,9213,1222
24.3,22.0,3,2023-10-22T19:42:16.017000+00:00,9213,1222
23.9,23.0,16,2023-10-22T19:43:34.656000+00:00,9213,1222
24.7,27.0,24,2023-10-22T19:51:14.054000+00:00,9213,1222
25.0,28.0,77,2023-10-22T19:52:54.896000+00:00,9213,1222
24.3,29.0,23,2023-10-22T19:54:33.519000+00:00,9213,1222
24.7,29.0,20,2023-10-22T19:54:49.581000+00:00,9213,1222
25.5,32.0,2,2023-10-22T19:59:50.420000+00:00,9213,1222
23.3,34.0,4,2023-10-22T20:02:16.870000+00:00,9213,1222
24.1,34.0,22,2023-10-22T20:02:51.557000+00:00,9213,1222
24.3,34.0,27,2023-10-22T20:03:12.572000+00:00,9213,1222
24.9,35.0,1,2023-10-22T20:03:56.681000+00:00,9213,1222
23.6,35.0,55,2023-10-22T20:04:06.900000+00:00,9213,1222
23.7,37.0,11,2023-10-22T20:07:31.958000+00:00,9213,1222
24.8,37.0,10,2023-10-22T20:07:53.521000+00:00,9213,1222
24.6,38.0,44,2023-10-22T20:09:06.800000+00:00,9213,1222
23.9,39.0,63,2023-10-22T20:11:11.814000+00:00,9213,1222
23.9,40.0,18,2023-10-22T20:13:10.359000+00:00,9213,1222
24.8,42.0,14,2023-10-22T20:16:26.105000+00:00,9213,1222
26.5,47.0,3,2023-10-22T20:25:42.017000+00:00,9213,1222
23.4,54.0,22,2023-10-22T20:36:59.521000+00:00,9213,1222
51.7,2.0,31,2023-10-27T18:33:25.084000+00:00,9174,1223
19.3,6.0,24,2023-10-27T18:38:52.049000+00:00,9174,1223
24.5,6.0,11,2023-10-27T18:39:04.127000+00:00,9174,1223
306.7,3.0,41,2023-10-27T18:40:58.095000+00:00,9174,1223
23.9,8.0,1,2023-10-27T18:42:32.609000+00:00,9174,1223
510.6,3.0,4,2023-10-27T18:43:16.734000+00:00,9174,1223
675.6,2.0,98,2023-10-27T18:43:47.796000+00:00,9174,1223
553.2,5.0,18,2023-10-27T18:45:31.873000+00:00,9174,1223
756.4,2.0,61,2023-10-27T18:45:44.873000+00:00,9174,1223
23.6,11.0,23,2023-10-27T18:46:15.935000+00:00,9174,1223
437.9,6.0,42,2023-10-27T18:46:29.310000+00:00,9174,1223
420.7,8.0,81,2023-10-27T18:48:06.590000+00:00,9174,1223
347.1,9.0,50,2023-10-27T18:49:04.339000+00:00,9174,1223
385.2,3.0,98,2023-10-27T18:52:14.572000+00:00,9174,1223
571.3,9.0,27,2023-10-27T18:52:53.634000+00:00,9174,1223
884.9,6.0,44,2023-10-27T18:53:22.602000+00:00,9174,1223
554.2,9.0,3,2023-10-27T18:53:24.321000+00:00,9174,1223
36.6,16.0,23,2023-10-27T18:54:55.085000+00:00,9174,1223
561.9,10.0,16,2023-10-27T18:55:39.850000+00:00,9174,1223
396.1,12.0,2,2023-10-27T18:56:29.397000+00:00,9174,1223
657.4,10.0,24,2023-10-27T18:56:32.584000+00:00,9174,1223
36.1,13.0,81,2023-10-27T18:56:46.115000+00:00,9174,1223
746.8,10.0,31,2023-10-27T18:58:42.489000+00:00,9174,1223
29.1,12.0,3,2023-10-27T18:58:46.973000+00:00,9174,1223
44.9,18.0,23,2023-10-27T18:59:17.926000+00:00,9174,1223
21.0,13.0,16,2023-10-27T19:01:03.862000+00:00,9174,1223
521.9,9.0,4,2023-10-27T19:01:26.534000+00:00,9174,1223
424.4,11.0,42,2023-10-27T19:01:35.784000+00:00,9174,1223
468.4,11.0,41,2023-10-27T19:02:02.221000+00:00,9174,1223
721.4,13.0,1,2023-10-27T19:02:11.940000+00:00,9174,1223
722.9,13.0,11,2023-10-27T19:02:25.971000+00:00,9174,1223
570.5,4.0,98,2023-10-27T19:03:37.173000+00:00,9174,1223
35.1,13.0,31,2023-10-27T19:03:48.939000+00:00,9174,1223
1859.0,3.0,14,2023-10-27T19:04:31.360000+00:00,9174,1223
1347.4,8.0,55,2023-10-27T19:05:01.469000+00:00,9174,1223
337.6,11.0,44,2023-10-27T19:06:29.171000+00:00,9174,1223
17.1,12.0,4,2023-10-27T19:06:37.906000+00:00,9174,1223
551.4,13.0,18,2023-10-27T19:07:03.655000+00:00,9174,1223
27.7,16.0,11,2023-10-27T19:07:49.061000+00:00,9174,1223
310.9,15.0,3,2023-10-27T19:08:39.076000+00:00,9174,1223
36.3,11.0,55,2023-10-27T19:10:40.512000+00:00,9174,1223
678.9,11.0,61,2023-10-27T19:11:14.105000+00:00,9174,1223
358.6,16.0,16,2023-10-27T19:12:02.449000+00:00,9174,1223
363.9,16.0,1,2023-10-27T19:12:52.308000+00:00,9174,1223
815.0,19.0,23,2023-10-27T19:14:24.713000+00:00,9174,1223
493.2,20.0,81,2023-10-27T19:15:16.603000+00:00,9174,1223
315.7,14.0,44,2023-10-27T19:16:20.540000+00:00,9174,1223
390.0,21.0,2,2023-10-27T19:17:08.773000+00:00,9174,1223
338.2,8.0,14,2023-10-27T19:17:17.914000+00:00,9174,1223
459.3,17.0,42,2023-10-27T19:18:47.241000+00:00,9174,1223
33.8,21.0,3,2023-10-27T19:18:57.678000+00:00,9174,1223
212.8,14.0,55,2023-10-27T19:19:15.991000+00:00,9174,1223
403.6,19.0,11,2023-10-27T19:19:23.084000+00:00,9174,1223
23.8,22.0,23,2023-10-27T19:19:25.834000+00:00,9174,1223
297.7,18.0,18,2023-10-27T19:19:40.787000+00:00,9174,1223
24.2,21.0,4,2023-10-27T19:19:46.068000+00:00,9174,1223
368.3,18.0,41,2023-10-27T19:20:17.521000+00:00,9174,1223
484.1,24.0,50,2023-10-27T19:20:27.724000+00:00,9174,1223
536.5,19.0,24,2023-10-27T19:20:49.427000+00:00,9174,1223
429.5,19.0,31,2023-10-27T19:20:57.396000+00:00,9174,1223
549.8,24.0,27,2023-10-27T19:24:18.440000+00:00,9174,1223
32.0,13.0,14,2023-10-27T19:25:24.533000+00:00,9174,1223
49.7,2.0,31,2023-10-27T22:03:14.287000+00:00,9175,1223
26.2,4.0,11,2023-10-27T22:06:26.941000+00:00,9175,1223
46.5,4.0,2,2023-10-27T22:06:27.847000+00:00,9175,1223
25.7,6.0,10,2023-10-27T22:08:47.283000+00:00,9175,1223
40.4,6.0,14,2023-10-27T22:09:11.267000+00:00,9175,1223
24.3,6.0,20,2023-10-27T22:09:15.423000+00:00,9175,1223
28.6,6.0,27,2023-10-27T22:09:28.454000+00:00,9175,1223
21.0,6.0,24,2023-10-27T22:09:36.361000+00:00,9175,1223
23.8,8.0,63,2023-10-27T22:11:30.156000+00:00,9175,1223
26.2,7.0,31,2023-10-27T22:11:57.687000+00:00,9175,1223
25.0,8.0,77,2023-10-27T22:11:59.453000+00:00,9175,1223
232.3,6.0,3,2023-10-27T22:12:08.828000+00:00,9175,1223
29.3,6.0,1,2023-10-27T22:12:10.531000+00:00,9175,1223
22.8,8.0,55,2023-10-27T22:13:00.436000+00:00,9175,1223
25.2,8.0,16,2023-10-27T22:13:11.858000+00:00,9175,1223
455.0,6.0,18,2023-10-27T22:15:20.701000+00:00,9175,1223
19.6,11.0,55,2023-10-27T22:18:13.121000+00:00,9175,1223
199.8,10.0,22,2023-10-27T22:18:20.839000+00:00,9175,1223
411.8,8.0,81,2023-10-27T22:19:09.370000+00:00,9175,1223
461.1,7.0,23,2023-10-27T22:21:03.072000+00:00,9175,1223
304.8,10.0,2,2023-10-27T22:21:09.181000+00:00,9175,1223
402.0,10.0,14,2023-10-27T22:21:56.524000+00:00,9175,1223
362.6,10.0,11,2023-10-27T22:22:10.243000+00:00,9175,1223
666.6,8.0,4,2023-10-27T22:23:57.507000+00:00,9175,1223
444.7,9.0,1,2023-10-27T22:24:08.663000+00:00,9175,1223
456.8,10.0,31,2023-10-27T22:24:29.116000+00:00,9175,1223
315.7,12.0,44,2023-10-27T22:24:48.366000+00:00,9175,1223
490.1,11.0,27,2023-10-27T22:25:29.225000+00:00,9175,1223
404.8,13.0,63,2023-10-27T22:26:07.928000+00:00,9175,1223
586.6,11.0,10,2023-10-27T22:26:15.600000+00:00,9175,1223
381.0,11.0,3,2023-10-27T22:26:39.584000+00:00,9175,1223
481.9,12.0,20,2023-10-27T22:27:23.396000+00:00,9175,1223
238.8,14.0,55,2023-10-27T22:27:26.208000+00:00,9175,1223
831.3,9.0,24,2023-10-27T22:28:34.582000+00:00,9175,1223
356.9,15.0,77,2023-10-27T22:29:08.926000+00:00,9175,1223
395.1,14.0,16,2023-10-27T22:29:50.019000+00:00,9175,1223
26.7,14.0,27,2023-10-27T22:30:42.847000+00:00,9175,1223
524.4,11.0,81,2023-10-27T22:32:25.111000+00:00,9175,1223
21.0,17.0,55,2023-10-27T22:33:01.454000+00:00,9175,1223
418.1,13.0,14,2023-10-27T22:33:54.423000+00:00,9175,1223
21.4,18.0,77,2023-10-27T22:34:11.579000+00:00,9175,1223
19.4,12.0,81,2023-10-27T22:34:41.188000+00:00,9175,1223
214.3,18.0,22,2023-10-27T22:34:52.734000+00:00,9175,1223
460.9,12.0,1,2023-10-27T22:36:14.483000+00:00,9175,1223
346.6,13.0,23,2023-10-27T22:36:50.671000+00:00,9175,1223
339.4,16.0,2,2023-10-27T22:37:15.842000+00:00,9175,1223
394.6,16.0,11,2023-10-27T22:38:29.060000+00:00,9175,1223
24.1,14.0,23,2023-10-27T22:38:55.654000+00:00,9175,1223
292.7,17.0,16,2023-10-27T22:39:17.966000+00:00,9175,1223
329.9,16.0,27,2023-10-27T22:39:27.575000+00:00,9175,1223
297.0,16.0,3,2023-10-27T22:40:00.575000+00:00,9175,1223
343.3,16.0,31,2023-10-27T22:40:10.762000+00:00,9175,1223
198.9,18.0,20,2023-10-27T22:40:18.200000+00:00,9175,1223
237.3,19.0,55,2023-10-27T22:40:38.731000+00:00,9175,1223
29.3,18.0,2,2023-10-27T22:40:49.949000+00:00,9175,1223
308.7,19.0,63,2023-10-27T22:41:04.449000+00:00,9175,1223
390.3,18.0,44,2023-10-27T22:41:09.611000+00:00,9175,1223
355.3,16.0,4,2023-10-27T22:41:34.949000+00:00,9175,1223
341.4,17.0,10,2023-10-27T22:41:38.808000+00:00,9175,1223
247.5,21.0,22,2023-10-27T22:43:23.088000+00:00,9175,1223
336.3,21.0,77,2023-10-27T22:44:29.166000+00:00,9175,1223
395.6,15.0,24,2023-10-27T22:45:22.556000+00:00,9175,1223
1467.3,13.0,18,2023-10-27T22:50:41.240000+00:00,9175,1223
30.2,27.0,81,2023-10-27T22:56:35.158000+00:00,9175,1223
21.7,28.0,3,2023-10-27T22:57:29.532000+00:00,9175,1223
319.3,24.0,1,2023-10-27T22:58:23.906000+00:00,9175,1223
267.5,27.0,11,2023-10-27T22:58:30.359000+00:00,9175,1223
222.3,28.0,20,2023-10-27T22:58:38.938000+00:00,9175,1223
186.3,28.0,44,2023-10-27T22:58:52.312000+00:00,9175,1223
174.7,27.0,31,2023-10-27T22:58:56.140000+00:00,9175,1223
307.8,15.0,18,2023-10-27T22:59:12.437000+00:00,9175,1223
241.5,27.0,27,2023-10-27T22:59:13.640000+00:00,9175,1223
239.2,28.0,14,2023-10-27T22:59:19+00:00,9175,1223
222.9,29.0,63,2023-10-27T22:59:22.218000+00:00,9175,1223
197.3,27.0,10,2023-10-27T22:59:28.109000+00:00,9175,1223
26.6,2.0,18,2023-10-28T17:34:23.698000+00:00,9176,1223
29.5,2.0,14,2023-10-28T17:34:52.526000+00:00,9176,1223
