meeting_key,session_key,stint_number,driver_number,lap_start,lap_end,compound,tyre_age_at_start
1140,7763,1,4.0,1,1,MEDIUM,7.0
1140,7763,1,20.0,1,1,MEDIUM,10.0
1140,7763,1,2.0,1,2,SOFT,15.0
1140,7763,1,24.0,1,2,MEDIUM,10.0
1140,7763,1,14.0,1,2,MEDIUM,0.0
1140,7763,1,11.0,1,3,TEST_UNKNOWN,0.0
1140,7763,1,16.0,1,3,MEDIUM,0.0
1140,7763,1,22.0,1,3,MEDIUM,12.0
1140,7763,1,63.0,1,3,MEDIUM,11.0
1140,7763,1,31.0,1,4,MEDIUM,5.0
1140,7763,1,81.0,1,4,MEDIUM,0.0
1140,7763,1,55.0,1,5,TEST_UNKNOWN,11.0
1140,7763,1,1.0,1,6,TEST_UNKNOWN,0.0
1140,7763,1,21.0,1,6,MEDIUM,8.0
1140,7763,1,44.0,1,6,MEDIUM,6.0
1140,7763,1,10.0,1,7,MEDIUM,0.0
1140,7763,1,27.0,1,7,MEDIUM,0.0
1140,7763,2,4.0,2,2,MEDIUM,8.0
1140,7763,2,20.0,2,8,MEDIUM,0.0
1140,7763,3,4.0,3,3,MEDIUM,9.0
1140,7763,2,14.0,3,4,MEDIUM,0.0
1140,7763,2,24.0,3,4,MEDIUM,12.0
1140,7763,2,2.0,3,4,SOFT,7.0
1140,7763,4,4.0,4,5,MEDIUM,0.0
1140,7763,2,16.0,4,5,MEDIUM,0.0
1140,7763,2,22.0,4,6,MEDIUM,15.0
1140,7763,2,11.0,4,6,TEST_UNKNOWN,3.0
1140,7763,2,63.0,4,6,MEDIUM,14.0
1140,7763,3,2.0,5,6,SOFT,0.0
1140,7763,2,31.0,5,7,MEDIUM,9.0
1140,7763,3,14.0,5,8,MEDIUM,8.0
1140,7763,3,24.0,5,11,MEDIUM,9.0
1140,7763,2,81.0,5,13,MEDIUM,0.0
1140,7763,2,55.0,6,8,MEDIUM,10.0
1140,7763,3,16.0,6,9,MEDIUM,0.0
1140,7763,5,4.0,6,14,MEDIUM,0.0
1140,7763,4,2.0,7,8,SOFT,17.0
1140,7763,3,22.0,7,9,MEDIUM,18.0
1140,7763,3,11.0,7,9,TEST_UNKNOWN,6.0
1140,7763,2,1.0,7,9,MEDIUM,0.0
1140,7763,2,44.0,7,11,MEDIUM,12.0
1140,7763,3,63.0,7,11,MEDIUM,0.0
1140,7763,2,21.0,7,21,MEDIUM,0.0
1140,7763,2,10.0,8,8,MEDIUM,7.0
1140,7763,3,31.0,8,14,MEDIUM,0.0
1140,7763,2,27.0,8,14,MEDIUM,0.0
1140,7763,3,55.0,9,10,MEDIUM,0.0
1140,7763,4,14.0,9,12,MEDIUM,12.0
1140,7763,3,10.0,9,13,TEST_UNKNOWN,0.0
1140,7763,3,20.0,9,15,MEDIUM,0.0
1140,7763,5,2.0,9,15,MEDIUM,0.0
1140,7763,4,22.0,10,10,MEDIUM,0.0
1140,7763,3,1.0,10,12,MEDIUM,0.0
1140,7763,4,16.0,10,12,MEDIUM,0.0
1140,7763,4,11.0,10,16,TEST_UNKNOWN,9.0
1140,7763,4,55.0,11,16,MEDIUM,0.0
1140,7763,5,22.0,11,27,MEDIUM,0.0
1140,7763,4,24.0,12,12,MEDIUM,16.0
1140,7763,4,63.0,12,14,HARD,0.0
1140,7763,3,44.0,12,16,MEDIUM,17.0
1140,7763,5,16.0,13,14,MEDIUM,3.0
1140,7763,4,1.0,13,15,MEDIUM,0.0
1140,7763,5,14.0,13,19,MEDIUM,0.0
1140,7763,5,24.0,13,21,MEDIUM,0.0
1140,7763,4,10.0,14,14,TEST_UNKNOWN,5.0
1140,7763,3,81.0,14,22,MEDIUM,0.0
1140,7763,4,31.0,15,17,MEDIUM,0.0
1140,7763,5,63.0,15,17,MEDIUM,0.0
1140,7763,6,16.0,15,18,MEDIUM,0.0
1140,7763,3,27.0,15,19,SOFT,0.0
1140,7763,5,10.0,15,19,MEDIUM,0.0
1140,7763,6,4.0,15,23,MEDIUM,0.0
1140,7763,5,1.0,16,18,MEDIUM,3.0
1140,7763,6,2.0,16,22,MEDIUM,0.0
1140,7763,4,20.0,16,23,MEDIUM,0.0
1140,7763,5,11.0,17,17,TEST_UNKNOWN,16.0
1140,7763,5,55.0,17,21,MEDIUM,0.0
1140,7763,4,44.0,17,21,TEST_UNKNOWN,0.0
1140,7763,6,11.0,18,18,MEDIUM,0.0
1140,7763,6,63.0,18,20,MEDIUM,0.0
1140,7763,5,31.0,18,22,MEDIUM,0.0
1140,7763,7,16.0,19,22,MEDIUM,0.0
1140,7763,6,1.0,19,30,MEDIUM,0.0
1140,7763,7,11.0,19,33,MEDIUM,1.0
1140,7763,6,10.0,20,20,MEDIUM,5.0
1140,7763,6,14.0,20,24,MEDIUM,0.0
1140,7763,4,27.0,20,24,SOFT,0.0
1140,7763,7,63.0,21,21,MEDIUM,3.0
1140,7763,7,10.0,21,25,MEDIUM,0.0
1140,7763,6,24.0,22,22,MEDIUM,0.0
1140,7763,5,44.0,22,26,TEST_UNKNOWN,5.0
1140,7763,6,55.0,22,26,MEDIUM,0.0
1140,7763,8,63.0,22,26,MEDIUM,4.0
1140,7763,3,21.0,22,28,MEDIUM,0.0
1140,7763,4,81.0,23,23,MEDIUM,0.0
1140,7763,8,16.0,23,23,MEDIUM,0.0
1140,7763,6,31.0,23,28,MEDIUM,0.0
1140,7763,7,24.0,23,29,TEST_UNKNOWN,0.0
1140,7763,7,2.0,23,29,MEDIUM,0.0
1140,7763,9,16.0,24,27,UNKNOWN,0.0
1140,7763,5,81.0,24,28,MEDIUM,0.0
1140,7763,5,20.0,24,30,MEDIUM,0.0
1140,7763,7,4.0,24,30,MEDIUM,0.0
1140,7763,7,14.0,25,29,MEDIUM,0.0
1140,7763,5,27.0,25,35,MEDIUM,0.0
1140,7763,8,10.0,26,28,MEDIUM,0.0
1140,7763,6,44.0,27,29,MEDIUM,0.0
1140,7763,7,55.0,27,40,MEDIUM,0.0
1140,7763,10,16.0,28,43,MEDIUM,0.0
1140,7763,6,22.0,28,50,HARD,0.0
1140,7763,6,81.0,29,31,MEDIUM,0.0
1140,7763,7,31.0,29,33,MEDIUM,0.0
1140,7763,4,21.0,29,36,MEDIUM,7.0
1140,7763,9,10.0,29,38,MEDIUM,0.0
1140,7763,8,24.0,30,30,TEST_UNKNOWN,0.0
1140,7763,8,14.0,30,34,MEDIUM,0.0
1140,7763,8,2.0,30,36,MEDIUM,7.0
1140,7763,7,44.0,30,37,MEDIUM,0.0
1140,7763,9,24.0,31,33,TEST_UNKNOWN,8.0
1140,7763,6,20.0,31,40,MEDIUM,7.0
1140,7763,8,4.0,31,42,MEDIUM,0.0
1140,7763,7,1.0,31,44,MEDIUM,3.0
1140,7763,7,81.0,32,34,MEDIUM,0.0
1140,7763,8,11.0,34,34,MEDIUM,0.0
1140,7763,8,31.0,34,38,TEST_UNKNOWN,0.0
1140,7763,10,24.0,34,38,MEDIUM,0.0
1140,7763,8,81.0,35,35,MEDIUM,0.0
1140,7763,9,14.0,35,50,MEDIUM,5.0
1140,7763,9,11.0,35,52,MEDIUM,0.0
1140,7763,6,27.0,36,38,MEDIUM,7.0
1140,7763,9,81.0,36,50,MEDIUM,4.0
1140,7763,5,21.0,37,42,MEDIUM,0.0
1140,7763,9,2.0,37,43,TEST_UNKNOWN,0.0
1140,7763,8,44.0,38,38,MEDIUM,0.0
1140,7763,11,24.0,39,40,MEDIUM,5.0
1140,7763,9,44.0,39,41,MEDIUM,1.0
1140,7763,9,31.0,39,46,HARD,0.0
1140,7763,7,27.0,39,48,MEDIUM,7.0
1140,7763,10,10.0,39,52,HARD,0.0
1140,7763,12,24.0,41,43,MEDIUM,0.0
1140,7763,7,20.0,41,52,HARD,0.0
1140,7763,8,55.0,41,54,MEDIUM,0.0
1140,7763,10,44.0,42,49,MEDIUM,4.0
1140,7763,6,21.0,43,46,UNKNOWN,0.0
1140,7763,9,4.0,43,52,MEDIUM,9.0
1140,7763,10,2.0,44,50,TEST_UNKNOWN,0.0
1140,7763,13,24.0,44,50,MEDIUM,0.0
1140,7763,11,16.0,44,64,HARD,0.0
1140,7763,8,1.0,45,47,MEDIUM,6.0
1140,7763,10,31.0,47,49,HARD,8.0
1140,7763,7,21.0,47,49,MEDIUM,0.0
1140,7763,8,27.0,49,65,MEDIUM,7.0
1140,7763,11,44.0,50,52,MEDIUM,0.0
1140,7763,8,21.0,50,52,SOFT,0.0
1140,7763,14,24.0,51,51,MEDIUM,0.0
1140,7763,11,2.0,51,55,MEDIUM,0.0
1140,7763,10,81.0,51,62,MEDIUM,0.0
1140,7763,10,14.0,51,64,MEDIUM,5.0
1140,7763,7,22.0,51,68,MEDIUM,0.0
1140,7763,15,24.0,52,58,MEDIUM,0.0
1140,7763,11,10.0,53,53,TEST_UNKNOWN,0.0
1140,7763,9,21.0,53,55,SOFT,0.0
1140,7763,12,44.0,53,60,MEDIUM,0.0
1140,7763,10,4.0,53,60,MEDIUM,9.0
1140,7763,8,20.0,53,64,HARD,0.0
1140,7763,10,11.0,53,76,HARD,0.0
1140,7763,12,10.0,54,54,MEDIUM,0.0
1140,7763,13,10.0,55,55,TEST_UNKNOWN,7.0
1140,7763,9,55.0,55,66,MEDIUM,5.0
1140,7763,10,21.0,56,56,MEDIUM,6.0
1140,7763,14,10.0,56,56,MEDIUM,0.0
1140,7763,12,2.0,56,58,MEDIUM,0.0
1140,7763,15,10.0,57,59,TEST_UNKNOWN,8.0
1140,7763,11,21.0,57,63,MEDIUM,0.0
1140,7763,16,24.0,59,59,MEDIUM,0.0
1140,7763,13,2.0,59,63,SOFT,0.0
1140,7763,17,24.0,60,77,MEDIUM,0.0
1140,7763,11,4.0,61,62,MEDIUM,7.0
1140,7763,13,44.0,61,63,MEDIUM,0.0
1140,7763,12,4.0,63,65,MEDIUM,12.0
1140,7763,11,81.0,63,70,HARD,0.0
1140,7763,12,21.0,64,65,UNKNOWN,0.0
1140,7763,14,2.0,64,66,SOFT,0.0
1140,7763,14,44.0,64,69,MEDIUM,3.0
1140,7763,12,16.0,65,65,MEDIUM,5.0
1140,7763,11,14.0,65,66,MEDIUM,5.0
1140,7763,9,20.0,65,67,HARD,0.0
1140,7763,13,21.0,66,67,MEDIUM,0.0
1140,7763,9,27.0,66,68,MEDIUM,23.0
1140,7763,13,16.0,66,68,MEDIUM,0.0
1140,7763,10,55.0,67,67,MEDIUM,15.0
1140,7763,12,14.0,67,68,MEDIUM,7.0
1140,7763,15,2.0,67,69,SOFT,0.0
1140,7763,14,21.0,68,69,MEDIUM,15.0
1140,7763,11,55.0,68,70,MEDIUM,16.0
1140,7763,8,22.0,69,71,MEDIUM,0.0
1140,7763,13,14.0,69,80,MEDIUM,0.0
1140,7763,16,2.0,70,71,SOFT,5.0
1140,7763,15,21.0,70,71,MEDIUM,16.0
1140,7763,15,44.0,70,72,MEDIUM,9.0
1140,7763,12,81.0,71,71,MEDIUM,9.0
1140,7763,17,2.0,72,74,SOFT,0.0
1140,7763,16,21.0,72,74,MEDIUM,0.0
1140,7763,13,81.0,72,74,MEDIUM,9.0
1140,7763,9,22.0,72,76,MEDIUM,3.0
1140,7763,18,2.0,75,75,MEDIUM,8.0
1140,7763,19,2.0,76,84,MEDIUM,0.0
1140,7763,10,22.0,77,85,MEDIUM,0.0
1140,7763,18,24.0,78,93,MEDIUM,0.0
1140,7763,14,14.0,81,95,MEDIUM,0.0
1140,7763,20,2.0,85,85,MEDIUM,0.0
1140,7763,21,2.0,86,86,MEDIUM,0.0
1140,7763,22,2.0,87,105,MEDIUM,1.0
1140,7763,19,24.0,94,113,HARD,0.0
1140,7763,15,14.0,96,110,MEDIUM,1.0
1140,7763,23,2.0,106,125,HARD,0.0
1140,7763,16,14.0,111,113,HARD,0.0
1140,7763,20,24.0,114,116,MEDIUM,20.0
1140,7763,17,14.0,114,118,MEDIUM,0.0
1140,7763,21,24.0,117,119,MEDIUM,0.0
1140,7763,18,14.0,119,123,MEDIUM,0.0
1140,7763,22,24.0,120,122,MEDIUM,0.0
1140,7763,23,24.0,123,125,SOFT,0.0
1140,7763,19,14.0,124,128,MEDIUM,0.0
1140,7763,24,24.0,126,128,SOFT,0.0
1140,7763,24,2.0,126,144,MEDIUM,0.0
1140,7763,25,24.0,129,129,MEDIUM,0.0
1140,7763,20,14.0,129,130,MEDIUM,5.0
1140,7763,26,24.0,130,130,SOFT,0.0
1140,7763,27,24.0,131,131,SOFT,3.0
1140,7763,28,24.0,132,132,MEDIUM,14.0
1140,7763,25,2.0,145,154,MEDIUM,0.0
1140,7764,1,10.0,1,1,MEDIUM,6.0
1140,7764,1,21.0,1,2,SOFT,3.0
1140,7764,1,23.0,1,2,SOFT,3.0
1140,7764,1,27.0,1,2,MEDIUM,0.0
1140,7764,1,55.0,1,2,MEDIUM,12.0
1140,7764,1,77.0,1,2,MEDIUM,8.0
1140,7764,1,11.0,1,3,MEDIUM,0.0
1140,7764,1,31.0,1,3,UNKNOWN,0.0
1140,7764,1,63.0,1,3,MEDIUM,0.0
1140,7764,1,4.0,1,4,MEDIUM,7.0
1140,7764,1,16.0,1,4,MEDIUM,9.0
1140,7764,1,34.0,1,4,MEDIUM,0.0
1140,7764,1,81.0,1,4,MEDIUM,5.0
1140,7764,1,14.0,1,5,MEDIUM,0.0
1140,7764,1,20.0,1,7,MEDIUM,0.0
1140,7764,1,44.0,1,10,MEDIUM,5.0
1140,7764,1,22.0,1,11,MEDIUM,0.0
1140,7764,2,10.0,2,2,MEDIUM,7.0
1140,7764,2,23.0,3,3,SOFT,5.0
1140,7764,2,21.0,3,5,SOFT,5.0
1140,7764,3,10.0,3,7,MEDIUM,3.0
1140,7764,2,55.0,3,7,MEDIUM,8.0
1140,7764,2,27.0,3,8,MEDIUM,1.0
1140,7764,2,77.0,3,14,MEDIUM,0.0
1140,7764,2,11.0,4,4,MEDIUM,3.0
1140,7764,3,23.0,4,4,SOFT,0.0
1140,7764,2,63.0,4,7,MEDIUM,2.0
1140,7764,2,31.0,4,8,UNKNOWN,0.0
1140,7764,4,23.0,5,6,SOFT,0.0
1140,7764,3,11.0,5,7,MEDIUM,0.0
1140,7764,2,34.0,5,7,MEDIUM,5.0
1140,7764,2,81.0,5,8,MEDIUM,0.0
1140,7764,2,16.0,5,9,MEDIUM,0.0
1140,7764,2,4.0,5,13,MEDIUM,0.0
1140,7764,2,14.0,6,10,MEDIUM,0.0
1140,7764,3,21.0,6,15,MEDIUM,4.0
1140,7764,5,23.0,7,7,SOFT,9.0
1140,7764,3,34.0,8,8,MEDIUM,8.0
1140,7764,6,23.0,8,8,SOFT,10.0
1140,7764,3,63.0,8,10,MEDIUM,0.0
1140,7764,3,55.0,8,10,MEDIUM,13.0
1140,7764,4,10.0,8,12,MEDIUM,0.0
1140,7764,4,11.0,8,13,MEDIUM,0.0
1140,7764,2,20.0,8,14,MEDIUM,0.0
1140,7764,7,23.0,9,10,SOFT,11.0
1140,7764,4,34.0,9,11,MEDIUM,7.0
1140,7764,3,27.0,9,13,MEDIUM,0.0
1140,7764,3,81.0,9,13,MEDIUM,0.0
1140,7764,3,31.0,9,13,MEDIUM,0.0
1140,7764,3,16.0,10,14,MEDIUM,0.0
1140,7764,4,63.0,11,12,MEDIUM,3.0
1140,7764,8,23.0,11,12,SOFT,0.0
1140,7764,4,55.0,11,13,MEDIUM,0.0
1140,7764,3,14.0,11,13,MEDIUM,0.0
1140,7764,2,44.0,11,23,MEDIUM,0.0
1140,7764,5,34.0,12,16,TEST_UNKNOWN,0.0
1140,7764,2,22.0,12,22,MEDIUM,0.0
1140,7764,9,23.0,13,13,SOFT,0.0
1140,7764,5,63.0,13,15,SOFT,0.0
1140,7764,5,10.0,13,17,MEDIUM,0.0
1140,7764,10,23.0,14,16,SOFT,16.0
1140,7764,5,55.0,14,16,MEDIUM,3.0
1140,7764,4,14.0,14,16,MEDIUM,0.0
1140,7764,3,4.0,14,17,MEDIUM,0.0
1140,7764,4,31.0,14,20,MEDIUM,0.0
1140,7764,5,11.0,14,21,MEDIUM,0.0
1140,7764,4,27.0,14,24,MEDIUM,0.0
1140,7764,4,81.0,14,25,MEDIUM,0.0
1140,7764,3,77.0,15,15,MEDIUM,12.0
1140,7764,4,16.0,15,17,SOFT,0.0
1140,7764,3,20.0,15,30,MEDIUM,5.0
1140,7764,4,77.0,16,16,MEDIUM,10.0
1140,7764,4,21.0,16,16,MEDIUM,0.0
1140,7764,6,63.0,16,18,SOFT,0.0
1140,7764,11,23.0,17,17,SOFT,19.0
1140,7764,5,77.0,17,17,HARD,0.0
1140,7764,6,55.0,17,19,MEDIUM,0.0
1140,7764,5,14.0,17,19,SOFT,0.0
1140,7764,6,34.0,17,21,TEST_UNKNOWN,0.0
1140,7764,5,21.0,17,33,MEDIUM,1.0
1140,7764,6,77.0,18,18,HARD,0.0
1140,7764,4,4.0,18,20,MEDIUM,0.0
1140,7764,5,16.0,18,22,SOFT,0.0
1140,7764,6,10.0,18,23,MEDIUM,0.0
1140,7764,12,23.0,18,24,MEDIUM,0.0
1140,7764,7,63.0,19,21,SOFT,0.0
1140,7764,7,77.0,19,40,HARD,0.0
1140,7764,7,55.0,20,21,MEDIUM,3.0
1140,7764,6,14.0,20,35,MEDIUM,0.0
1140,7764,5,31.0,21,27,MEDIUM,0.0
1140,7764,5,4.0,21,29,MEDIUM,3.0
1140,7764,8,63.0,22,22,MEDIUM,5.0
1140,7764,6,11.0,22,24,MEDIUM,0.0
1140,7764,7,34.0,22,24,SOFT,0.0
1140,7764,8,55.0,22,24,SOFT,0.0
1140,7764,6,16.0,23,25,SOFT,0.0
1140,7764,3,22.0,23,33,MEDIUM,0.0
1140,7764,9,63.0,23,37,MEDIUM,6.0
1140,7764,3,44.0,24,26,MEDIUM,0.0
1140,7764,7,10.0,24,32,MEDIUM,0.0
1140,7764,13,23.0,25,25,UNKNOWN,0.0
1140,7764,7,11.0,25,27,MEDIUM,0.0
1140,7764,8,34.0,25,27,SOFT,0.0
1140,7764,9,55.0,25,27,SOFT,0.0
1140,7764,5,27.0,25,35,MEDIUM,0.0
1140,7764,14,23.0,26,31,MEDIUM,0.0
1140,7764,5,81.0,26,31,MEDIUM,0.0
1140,7764,7,16.0,26,38,MEDIUM,3.0
1140,7764,4,44.0,27,28,MEDIUM,3.0
1140,7764,9,34.0,28,28,MEDIUM,0.0
1140,7764,6,31.0,28,30,MEDIUM,0.0
1140,7764,10,55.0,28,30,SOFT,0.0
1140,7764,8,11.0,28,35,MEDIUM,6.0
1140,7764,5,44.0,29,31,MEDIUM,0.0
1140,7764,10,34.0,29,45,MEDIUM,0.0
1140,7764,6,4.0,30,34,HARD,0.0
1140,7764,11,55.0,31,31,MEDIUM,0.0
1140,7764,7,31.0,31,33,MEDIUM,3.0
1140,7764,4,20.0,31,47,MEDIUM,0.0
1140,7764,15,23.0,32,32,MEDIUM,0.0
1140,7764,6,44.0,32,34,MEDIUM,3.0
1140,7764,6,81.0,32,40,HARD,0.0
1140,7764,12,55.0,32,49,MEDIUM,1.0
1140,7764,16,23.0,33,35,TEST_UNKNOWN,0.0
1140,7764,8,10.0,33,40,MEDIUM,5.0
1140,7764,8,31.0,34,39,MEDIUM,0.0
1140,7764,4,22.0,34,44,MEDIUM,0.0
1140,7764,6,21.0,34,55,HARD,0.0
1140,7764,7,4.0,35,37,HARD,5.0
1140,7764,7,44.0,35,39,MEDIUM,0.0
1140,7764,17,23.0,36,38,TEST_UNKNOWN,0.0
1140,7764,9,11.0,36,40,MEDIUM,0.0
1140,7764,6,27.0,36,46,MEDIUM,8.0
1140,7764,7,14.0,36,56,HARD,0.0
1140,7764,10,63.0,38,56,MEDIUM,0.0
1140,7764,18,23.0,39,41,MEDIUM,0.0
1140,7764,8,16.0,39,42,MEDIUM,4.0
1140,7764,9,31.0,40,40,HARD,0.0
1140,7764,8,44.0,40,43,SOFT,0.0
1140,7764,7,81.0,41,41,HARD,9.0
1140,7764,10,11.0,41,48,MEDIUM,0.0
1140,7764,9,10.0,41,49,MEDIUM,6.0
1140,7764,8,77.0,41,59,MEDIUM,0.0
1140,7764,10,31.0,41,63,HARD,1.0
1140,7764,19,23.0,42,44,MEDIUM,3.0
1140,7764,8,81.0,42,44,HARD,10.0
1140,7764,9,16.0,43,56,MEDIUM,4.0
1140,7764,9,44.0,44,46,SOFT,0.0
1140,7764,20,23.0,45,47,SOFT,0.0
1140,7764,5,22.0,45,50,MEDIUM,0.0
1140,7764,11,34.0,46,60,HARD,3.0
1140,7764,10,44.0,47,49,SOFT,0.0
1140,7764,7,27.0,47,62,MEDIUM,0.0
1140,7764,21,23.0,48,50,SOFT,0.0
1140,7764,5,20.0,48,72,HARD,0.0
1140,7764,11,11.0,49,49,MEDIUM,0.0
1140,7764,12,11.0,50,52,MEDIUM,1.0
1140,7764,10,10.0,50,56,MEDIUM,0.0
1140,7764,13,55.0,50,57,MEDIUM,0.0
1140,7764,11,44.0,50,59,MEDIUM,6.0
1140,7764,22,23.0,51,53,SOFT,0.0
1140,7764,6,22.0,51,53,MEDIUM,0.0
1140,7764,13,11.0,53,58,MEDIUM,4.0
1140,7764,23,23.0,54,54,MEDIUM,6.0
1140,7764,7,22.0,54,56,SOFT,0.0
1140,7764,24,23.0,55,63,MEDIUM,0.0
1140,7764,7,21.0,56,70,MEDIUM,0.0
1140,7764,11,10.0,57,58,MEDIUM,0.0
1140,7764,8,22.0,57,59,SOFT,0.0
1140,7764,10,16.0,57,67,SOFT,3.0
1140,7764,11,63.0,57,71,HARD,0.0
1140,7764,8,14.0,57,77,MEDIUM,0.0
1140,7764,14,55.0,58,66,HARD,0.0
1140,7764,14,11.0,59,61,MEDIUM,0.0
1140,7764,12,44.0,60,60,MEDIUM,5.0
1140,7764,9,22.0,60,61,MEDIUM,6.0
1140,7764,9,77.0,60,72,MEDIUM,0.0
1140,7764,13,44.0,61,61,MEDIUM,16.0
1140,7764,12,34.0,61,77,MEDIUM,0.0
1140,7764,10,22.0,62,62,MEDIUM,3.0
1140,7764,14,44.0,62,62,MEDIUM,6.0
1140,7764,15,11.0,62,67,MEDIUM,3.0
1140,7764,11,22.0,63,64,SOFT,3.0
1140,7764,15,44.0,63,65,MEDIUM,7.0
1140,7764,8,27.0,63,77,HARD,0.0
1140,7764,25,23.0,64,64,UNKNOWN,0.0
1140,7764,11,31.0,64,64,HARD,0.0
1140,7764,12,31.0,65,65,MEDIUM,0.0
1140,7764,12,22.0,65,66,SOFT,3.0
1140,7764,26,23.0,65,83,MEDIUM,0.0
1140,7764,13,31.0,66,66,HARD,1.0
1140,7764,14,31.0,67,67,MEDIUM,1.0
1140,7764,13,22.0,67,69,SOFT,5.0
1140,7764,15,55.0,67,75,MEDIUM,5.0
1140,7764,15,31.0,68,68,HARD,0.0
1140,7764,16,11.0,68,69,MEDIUM,13.0
1140,7764,16,31.0,69,69,MEDIUM,2.0
1140,7764,14,22.0,70,70,MEDIUM,8.0
1140,7764,17,31.0,70,70,HARD,3.0
1140,7764,17,11.0,70,72,MEDIUM,0.0
1140,7764,15,22.0,71,71,SOFT,0.0
1140,7764,18,31.0,71,72,MEDIUM,3.0
1140,7764,8,21.0,71,84,MEDIUM,3.0
1140,7764,16,22.0,72,74,SOFT,4.0
1140,7764,12,63.0,72,78,MEDIUM,0.0
1140,7764,18,11.0,73,75,MEDIUM,3.0
1140,7764,19,31.0,73,75,MEDIUM,0.0
1140,7764,6,20.0,73,77,MEDIUM,0.0
1140,7764,10,77.0,73,82,MEDIUM,0.0
1140,7764,17,22.0,75,75,MEDIUM,4.0
1140,7764,18,22.0,76,76,SOFT,8.0
1140,7764,16,55.0,76,76,MEDIUM,6.0
1140,7764,19,11.0,76,78,MEDIUM,0.0
1140,7764,19,22.0,77,79,SOFT,9.0
1140,7764,7,20.0,78,80,SOFT,0.0
1140,7764,9,14.0,78,80,MEDIUM,3.0
1140,7764,13,63.0,79,80,MEDIUM,7.0
1140,7764,20,11.0,79,81,MEDIUM,0.0
1140,7764,14,63.0,81,83,MEDIUM,0.0
1140,7764,8,20.0,81,83,SOFT,0.0
1140,7764,21,11.0,82,93,MEDIUM,3.0
1140,7764,11,77.0,83,83,MEDIUM,10.0
1140,7764,9,20.0,84,84,SOFT,3.0
1140,7764,12,77.0,84,92,MEDIUM,0.0
1140,7764,27,23.0,84,102,MEDIUM,0.0
1140,7764,10,20.0,85,85,SOFT,3.0
1140,7764,9,21.0,85,86,SOFT,0.0
1140,7764,11,20.0,86,86,MEDIUM,7.0
1140,7764,10,21.0,87,87,SOFT,0.0
1140,7764,12,20.0,87,87,MEDIUM,8.0
1140,7764,13,20.0,88,88,MEDIUM,0.0
1140,7764,14,20.0,89,89,MEDIUM,7.0
1140,7764,15,20.0,90,90,MEDIUM,7.0
1140,7764,16,20.0,91,91,MEDIUM,8.0
1140,7764,17,20.0,92,92,SOFT,4.0
1140,7764,13,77.0,93,93,MEDIUM,0.0
1140,7764,18,20.0,93,93,MEDIUM,19.0
1140,7764,19,20.0,94,94,SOFT,5.0
1140,7764,14,77.0,94,98,MEDIUM,3.0
1140,7764,22,11.0,94,105,MEDIUM,0.0
1140,7764,20,20.0,95,95,SOFT,5.0
1140,7764,15,77.0,99,99,MEDIUM,8.0
1140,7764,16,77.0,100,102,MEDIUM,3.0
1140,7764,17,77.0,103,103,MEDIUM,6.0
1140,7764,28,23.0,103,122,MEDIUM,0.0
1140,7764,18,77.0,104,108,TEST_UNKNOWN,0.0
1140,7764,23,11.0,106,111,SOFT,0.0
1140,7764,19,77.0,109,111,SOFT,0.0
1140,7764,20,77.0,112,114,SOFT,0.0
1140,7764,24,11.0,112,117,SOFT,0.0
1140,7764,21,77.0,115,117,SOFT,0.0
1140,7764,22,77.0,118,120,SOFT,0.0
1140,7764,25,11.0,118,122,SOFT,0.0
1140,7764,23,77.0,121,123,SOFT,0.0
1140,7764,26,11.0,123,125,SOFT,0.0
1140,7764,29,23.0,123,132,MEDIUM,0.0
1140,7764,24,77.0,124,124,SOFT,3.0
1140,7764,25,77.0,125,126,MEDIUM,8.0
1140,7764,27,11.0,126,126,MEDIUM,6.0
1140,7764,28,11.0,127,127,MEDIUM,0.0
1140,7764,26,77.0,127,127,SOFT,3.0
1140,7764,29,11.0,128,128,SOFT,6.0
1140,7764,27,77.0,128,128,SOFT,0.0
1140,7764,30,11.0,129,129,MEDIUM,7.0
1140,7764,28,77.0,129,131,MEDIUM,10.0
1140,7764,31,11.0,130,130,MEDIUM,1.0
1140,7764,32,11.0,131,133,SOFT,5.0
1140,7764,30,23.0,133,133,SOFT,0.0
1140,7764,31,23.0,134,134,TEST_UNKNOWN,6.0
1140,7764,32,23.0,135,135,SOFT,4.0
1140,7764,33,23.0,136,136,TEST_UNKNOWN,5.0
1140,9222,1,27.0,1,1,TEST_UNKNOWN,0.0
1140,9222,1,34.0,1,1,MEDIUM,0.0
1140,9222,1,81.0,1,1,HARD,0.0
1140,9222,1,24.0,1,2,MEDIUM,0.0
1140,9222,1,14.0,1,2,MEDIUM,5.0
1140,9222,1,2.0,1,2,SOFT,5.0
1140,9222,1,23.0,1,2,SOFT,0.0
1140,9222,1,10.0,1,2,HARD,0.0
1140,9222,1,1.0,1,3,MEDIUM,0.0
1140,9222,1,44.0,1,3,MEDIUM,16.0
1140,9222,1,22.0,1,3,SOFT,0.0
1140,9222,1,31.0,1,4,HARD,7.0
1140,9222,1,4.0,1,4,MEDIUM,5.0
1140,9222,1,55.0,1,4,MEDIUM,0.0
1140,9222,1,16.0,1,5,MEDIUM,8.0
1140,9222,1,21.0,1,6,MEDIUM,0.0
1140,9222,1,63.0,1,6,HARD,0.0
1140,9222,1,20.0,1,7,MEDIUM,0.0
1140,9222,1,77.0,1,9,MEDIUM,8.0
